verso,cancion
cuando estés mal cuando estés sola,MÍ
cuando ya estés cansada de llorar,MÍ
no te olvides de mí,MÍ
porque sé que te puedo estimular.,MÍ
Siempre que salgo tengo al lado un monitor,18FANTASY
y no sé quién está aquí,18FANTASY
Alguien me llama por el maldito amor,18FANTASY
y no sé quién está aquí,18FANTASY
No conozco a nadie,18FANTASY
y todos saben de mí,18FANTASY
pero es así,18FANTASY
porque siempre estoy en fantasy,18FANTASY
Cuando estoy sólo ya no se por quien vivir,18FANTASY
porque nunca estás aquí,18FANTASY
Ya mis pies congelados llegan hasta mí,18FANTASY
porque nunca estás aquí,18FANTASY
No sabes de nada,18FANTASY
y todos hablan de ti,18FANTASY
pero es así,18FANTASY
porque siempre estás en fantasy,18FANTASY
Fantasy es un lugar,18FANTASY
del que nadie puede regresar,18FANTASY
del que nadie puede regresar,18FANTASY
Fantasy es ilusión,18FANTASY
porque nunca hay nadie alrededor,18FANTASY
porque nunca hay nadie alrededor,18FANTASY
No conozco a nadie,18FANTASY
quisiera verte a ti,18FANTASY
pero es así,18FANTASY
porque siempre estás,18FANTASY
Fantasy es un lugar,18FANTASY
del que nadie puede regresar,18FANTASY
del que nadie puede regresar,18FANTASY
Fantasy es ilusión,18FANTASY
porque nunca hay nadie alrededor,18FANTASY
porque nunca hay nadie alrededor,18FANTASY
No conozco a nadie,18FANTASY
quisiera verte a ti,18FANTASY
pero es así,18FANTASY
porque siempre estás.,18FANTASY
Ella está por embarcar,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
quizás consiga un pasaje en la borda,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
Ella está por despegar,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
ella se va,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
Ella viaja sin pagar,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
el viejo truco de andar por la sombra,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
Ella baila sobre el mar,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
ella se va,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
Pasajera en trance,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
pasajera en tránsito perpetuo,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
Pasajera en trance,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
transitando los lugares ciertos,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
Un amor real,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
es cómo dormir y estar despierto,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
Un amor real,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
es como vivir en aeropuerto.,EN TRANCE BY CHARLY GARCÍA Y PEDRO AZNAR
Voy a cambiar,TU AMOR
voy a insistir,TU AMOR
voy a pelear,TU AMOR
voy a seguir,TU AMOR
Yo necesito tu amor,TU AMOR
tu amor me salva y me sirve,TU AMOR
yo necesito tu amor,TU AMOR
cada día un poco más,TU AMOR
Yo tengo el vicio de,TU AMOR
dejarme llevar,TU AMOR
y poner mi cabeza en Marte,TU AMOR
Tengo prejuicios que,TU AMOR
no puedo sacar,TU AMOR
tengo un cuerpo que,TU AMOR
quiere amarte,TU AMOR
Yo vi tu amor,TU AMOR
yo vi tu amor,TU AMOR
Dentro del mal,TU AMOR
cerca del fin,TU AMOR
cerca de vos,TU AMOR
dentro de mí,TU AMOR
Yo necesito tu amor,TU AMOR
tu amor me salva y me sirve,TU AMOR
yo necesito tu amor,TU AMOR
cada día un poco más,TU AMOR
No tengo nadie,TU AMOR
que yo quiera escuchar,TU AMOR
ni pasiones para abrigarme,TU AMOR
no tengo máscara,TU AMOR
no tengo disfraz,TU AMOR
ni señales para guiarme,TU AMOR
al menos hoy,TU AMOR
al menos hoy.,TU AMOR
Vivo en un edificio a dos cuadras de la facultad,21RIVALIDAD
donde guardo los vicios,21RIVALIDAD
en la entrada hay seguridad,21RIVALIDAD
pero siempre hay vecinas incapaces,21RIVALIDAD
para distinguir,21RIVALIDAD
la música del ruido pero nunca van a conseguir,21RIVALIDAD
Cambiarme baby cambiarme baby,21RIVALIDAD
viva la rivalidad siga la rivalidad,21RIVALIDAD
sólo quiero la rivalidad,21RIVALIDAD
Cambiarme baby,21RIVALIDAD
cambiarme baby,21RIVALIDAD
viva la rivalidad siga la rivalidad,21RIVALIDAD
yo no quiero la rivalidad,21RIVALIDAD
La noche del silencio cayó negra sobre la ciudad,21RIVALIDAD
algunos tenían miedo o rajaban para otro lugar,21RIVALIDAD
yo sé qué se imaginan cuando hablo,21RIVALIDAD
de la cruz del sur,21RIVALIDAD
no es un lugar del cielo,21RIVALIDAD
es la estrella donde brillas tú,21RIVALIDAD
Cambiarme baby cambiarme baby,21RIVALIDAD
viva la rivalidad siga la rivalidad,21RIVALIDAD
sólo espero la rivalidad.,21RIVALIDAD
A donde voy no llego,SAL NO SALA
a donde estoy resbalo,SAL NO SALA
no es porque sea bueno,SAL NO SALA
tampoco soy tan malo,SAL NO SALA
pero yo se que,SAL NO SALA
La sal no sala,SAL NO SALA
y el azúcar no endulza,SAL NO SALA
La sal no sala,SAL NO SALA
y el azúcar no endulza,SAL NO SALA
La madre de mi hermana,SAL NO SALA
hizo un pacto con Dios,SAL NO SALA
se inyectó mercurio,SAL NO SALA
y ahora te lo da a vos,SAL NO SALA
Pero sabes que,SAL NO SALA
La sal no sala,SAL NO SALA
y el azúcar no endulza,SAL NO SALA
La sal no sala,SAL NO SALA
y el azúcar no endulza,SAL NO SALA
No soporto la mañana,SAL NO SALA
no soporto el sol,SAL NO SALA
Estoy harto de tu hermana,SAL NO SALA
estoy harto,SAL NO SALA
La chica de la esquina,SAL NO SALA
me está tratando mal,SAL NO SALA
me vende una droga,SAL NO SALA
que no puedo pagar,SAL NO SALA
Pero sabes que,SAL NO SALA
La sal no sala,SAL NO SALA
y el azúcar no endulza,SAL NO SALA
La sal no sala,SAL NO SALA
y el azúcar no endulza,SAL NO SALA
Me dijeron que hay alguien,SAL NO SALA
que tiene de la buena,SAL NO SALA
La sal no sala,SAL NO SALA
y el azúcar no endulza,SAL NO SALA
La sal no sala,SAL NO SALA
y el azúcar no endulza,SAL NO SALA
Adela en el carrousel,EN EL CARROUSEL
y los espejos son sonrisas,EN EL CARROUSEL
la sortija un aparato de amor,EN EL CARROUSEL
Adela en el carrousel,EN EL CARROUSEL
y los caballos de madera,EN EL CARROUSEL
que la mecen y le mojan la piel,EN EL CARROUSEL
Ten piedad no seas así,EN EL CARROUSEL
no le des patadas a los locos,EN EL CARROUSEL
Ten piedad no seas así,EN EL CARROUSEL
voy desvaneciendo sin tu amor,EN EL CARROUSEL
El sol empieza a salir,EN EL CARROUSEL
y en los jardines de tu mente,EN EL CARROUSEL
hay estatuas que ella debe pulir,EN EL CARROUSEL
La luna empieza llorar,EN EL CARROUSEL
y cuando todo es tan plateado,EN EL CARROUSEL
hay colores que no pueden entrar,EN EL CARROUSEL
Ten piedad no seas así,EN EL CARROUSEL
no le des patadas a los locos,EN EL CARROUSEL
Ten piedad no seas así,EN EL CARROUSEL
voy desvaneciendo sin tu amor,EN EL CARROUSEL
Ya a través de la sortija,EN EL CARROUSEL
ella lo convirtió,EN EL CARROUSEL
en un caballo que gira,EN EL CARROUSEL
y gira a su alrededor,EN EL CARROUSEL
Tanto girar girar es un efecto,EN EL CARROUSEL
tanto esperar esperando,EN EL CARROUSEL
que se haga realidad,EN EL CARROUSEL
él se pasa girando sin parar,EN EL CARROUSEL
Nada es perfecto.,EN EL CARROUSEL
Adela en el más allá,EN EL CARROUSEL
es una estrella clandestina,EN EL CARROUSEL
que ilumina los despojos de amor,EN EL CARROUSEL
El sólo quiere mirar,EN EL CARROUSEL
la calesita de los sueños que se fueron,EN EL CARROUSEL
y ya no volverán,EN EL CARROUSEL
Ten piedad no seas así,EN EL CARROUSEL
no le des patadas a los locos,EN EL CARROUSEL
Ten piedad no seas así,EN EL CARROUSEL
voy desvaneciendo sin tu amor.,EN EL CARROUSEL
Una vez creí,DE PLASTILINA
que nada iba a pasarme,DE PLASTILINA
Una vez pensé,DE PLASTILINA
que nadie iba a matarme,DE PLASTILINA
El tiempo pasó,DE PLASTILINA
entre rayuelas y cometas,DE PLASTILINA
entre un amor y bicicletas,DE PLASTILINA
y aunque estuviera sólo sabía jugar,DE PLASTILINA
aunque quisiera llorar,DE PLASTILINA
Yo te quería amar,DE PLASTILINA
y no sabía tu nombre,DE PLASTILINA
Te quería encontrar,DE PLASTILINA
pero no sabía dónde,DE PLASTILINA
yo te fui a buscar,DE PLASTILINA
quería que todo fuera eterno,DE PLASTILINA
se fue el amor,DE PLASTILINA
llegó el invierno,DE PLASTILINA
y anduve tiritando en cualquier lugar,DE PLASTILINA
y sólo pude llorar,DE PLASTILINA
Alcanzar lo interminable,DE PLASTILINA
rebotando en la pared,DE PLASTILINA
dando vueltas en el aire,DE PLASTILINA
mientras el payaso hace la red,DE PLASTILINA
Nadie pudo ver,DE PLASTILINA
que el tiempo era una herida,DE PLASTILINA
lástima nacer,DE PLASTILINA
y no salir con vida,DE PLASTILINA
yo quiero llorar,DE PLASTILINA
Reloj de plastilina,DE PLASTILINA
no existes más,DE PLASTILINA
ya no te puedo esperar,DE PLASTILINA
mientras el payaso hace la red,DE PLASTILINA
Salgo a caminar,DE PLASTILINA
y sigo imaginando,DE PLASTILINA
fui lo que creí,DE PLASTILINA
soy lo que está pasando,DE PLASTILINA
No quiero llorar,DE PLASTILINA
no quiero estar envuelto en penas,DE PLASTILINA
siempre arrastrando estas cadenas,DE PLASTILINA
si el tiempo no es amigo,DE PLASTILINA
no importa más,DE PLASTILINA
yo sólo quiero jugar,DE PLASTILINA
Jugar jugar,DE PLASTILINA
solo quiero ver jugar,DE PLASTILINA
yo solo quiero jugar,DE PLASTILINA
solo quiero jugar.,DE PLASTILINA
Jugaste,NO MORE
mentiste,NO MORE
fallaste,NO MORE
no viste quien soy,NO MORE
Amaste,NO MORE
te fuiste,NO MORE
curaste,NO MORE
pediste perdón,NO MORE
Alguna vez,NO MORE
algo tenía que pasar,NO MORE
no sé si lo entenderás,NO MORE
yo siempre estuve aquí,NO MORE
no sé qué hiciste en mi,NO MORE
porque mi vida es tan triste,NO MORE
yo se que existe la voz la voz,NO MORE
Pediste perdón perdón,NO MORE
Mi vida es,NO MORE
tan triste,NO MORE
yo se que,NO MORE
existe la voz la voz,NO MORE
Decía simplemente,NO MORE
que se había producido un incendio,NO MORE
al llegar los bomberos encontraron,NO MORE
a un hombre en una cama en llamas.,NO MORE
Esse bode da bode eu não quero saber,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode da bode e por isso que eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode da bode eu não quero saber,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode da bode e por isso que eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
Os meus vizinhos só vivem me falando,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
vizinho esse seu bode só está me perturbando,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
eu me aborreço não sei mais como é que pode,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
tô vendo qualquer dia todo mundo de lá me dá bode,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
Esse bode dá bode eu não quero saberesse,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
bode dá bode e por isso que eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
"no bode no cry, no bode no cry",DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
"no bode no cry, no bode no cry",DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode dá bode eu não quero saber,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode dá bode e por isso eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
Se quiser comprar um bode,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
é só me dizer,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
um bode que só dá bode,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
e por isso eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
Esse bode dá bode eu não quero saberesse,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
bode dá bode e por isso eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
"no bode no cry, no bode no cry",DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
"no bode no cry, no bode no cry",DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode dá bode eu não quero saberesse,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
bode dá bode e por isso eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
Esse bode da bode eu não quero saber,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode da bode e por isso que eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode da bode eu não quero saber,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode da bode e por isso que eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
"no bode no cry, no bode no cry",DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
"no bode no cry, no bode no cry",DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode da bode eu não quero saber,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
esse bode da bode e por isso que eu quero vender,DO BODE (FT. JULIANA LINHARES Y FELIPE CORDEIRO)
Pedimos perdón,MÁQUINA DE SER FELIZ
"corriendo, enmascarando el fin,",MÁQUINA DE SER FELIZ
"por eso te busqué, por eso diseñé",MÁQUINA DE SER FELIZ
la máquina de ser feliz.,MÁQUINA DE SER FELIZ
"Plateada y lunar,",MÁQUINA DE SER FELIZ
"remotamente digital,",MÁQUINA DE SER FELIZ
"no tiene que hacer bien, no tiene que hacer mal,",MÁQUINA DE SER FELIZ
es inocencia artificial.,MÁQUINA DE SER FELIZ
"Prende y se apaga sola,",MÁQUINA DE SER FELIZ
sale después de hora.,MÁQUINA DE SER FELIZ
"Hay tanta gente sola,",MÁQUINA DE SER FELIZ
hoy tanta gente llora.,MÁQUINA DE SER FELIZ
Con forma de un pez,MÁQUINA DE SER FELIZ
"nadando en mares de Ravel,",MÁQUINA DE SER FELIZ
"no sé si la robé, no sé si la pedí",MÁQUINA DE SER FELIZ
o simplemente estuvo ahí.,MÁQUINA DE SER FELIZ
"Un día se me fue,",MÁQUINA DE SER FELIZ
"ese día yo volví a reír,",MÁQUINA DE SER FELIZ
"y la felicidad persiste en soledad,",MÁQUINA DE SER FELIZ
la máquina no puede dar.,MÁQUINA DE SER FELIZ
"Prende y se apaga sola,",MÁQUINA DE SER FELIZ
"sale después de hora,",MÁQUINA DE SER FELIZ
la máquina de ser feliz.,MÁQUINA DE SER FELIZ
"Hay tanta gente sola,",MÁQUINA DE SER FELIZ
hoy tanta gente llora.,MÁQUINA DE SER FELIZ
"La máquina de ser feliz,",MÁQUINA DE SER FELIZ
"la tiene el Papa, la tengo yo.",MÁQUINA DE SER FELIZ
La máquina de ser feliz.,MÁQUINA DE SER FELIZ
No sé exactamente cuando empezó,DE LA RADIO
No precisamente cuando fue que llegó,DE LA RADIO
Tal vez fue ese día que nos presentaron,DE LA RADIO
O tal vez la noche que nos desnudamos,DE LA RADIO
No se que me diste besos tal vez,DE LA RADIO
No se que me hiciste dibujos en la piel,DE LA RADIO
Tal vez tus oídos oyendo mis cuitas,DE LA RADIO
O los calofríos tú me resucitas,DE LA RADIO
Con tanto amor.,DE LA RADIO
Tanto amor,DE LA RADIO
Ya no me cabe en el corazón,DE LA RADIO
Se llenó,DE LA RADIO
Y hacia otras vísceras se derramó,DE LA RADIO
Todo mi cuerpo está muy comprometido,DE LA RADIO
Pues tanto amor imaginar no había podido,DE LA RADIO
"Con estómago, pecho y pulmón",DE LA RADIO
Con ombligo y con riñón,DE LA RADIO
Del dedo gordo del pie hasta la coronilla,DE LA RADIO
Y de las lágrimas a las cosquillas.,DE LA RADIO
Le dimos tiempo al tiempo arena resbaló,DE LA RADIO
El amor fue creciendo montañas movió.,DE LA RADIO
Tal vez fue ese día,DE LA RADIO
Tanto amor,DE LA RADIO
Si quieres bailar,SE REVELA ALGUNA VEZ
Si quieres sentir,SE REVELA ALGUNA VEZ
Abriendo de par en par,SE REVELA ALGUNA VEZ
Tu corazón,SE REVELA ALGUNA VEZ
No busques más allá,SE REVELA ALGUNA VEZ
Porque yo estoy aquí,SE REVELA ALGUNA VEZ
Y dilo ya,SE REVELA ALGUNA VEZ
Si es que se trata de mí.,SE REVELA ALGUNA VEZ
Por qué no soltás?,SE REVELA ALGUNA VEZ
Por qué no salís?,SE REVELA ALGUNA VEZ
Por qué me mentís así,SE REVELA ALGUNA VEZ
Así sin razón?,SE REVELA ALGUNA VEZ
Me canso de esperar,SE REVELA ALGUNA VEZ
Me canso de sufrir,SE REVELA ALGUNA VEZ
Y dilo ya,SE REVELA ALGUNA VEZ
Si es que se trata de mí.,SE REVELA ALGUNA VEZ
No creas que estoy,SE REVELA ALGUNA VEZ
En la torre de marfil,SE REVELA ALGUNA VEZ
Yo soy como vos,SE REVELA ALGUNA VEZ
No soy feliz.,SE REVELA ALGUNA VEZ
Y si hay algo que hablar,SE REVELA ALGUNA VEZ
"Dilo ya, dilo ya",SE REVELA ALGUNA VEZ
Y aquí,SE REVELA ALGUNA VEZ
No esperes más,SE REVELA ALGUNA VEZ
No me dejes morir!,SE REVELA ALGUNA VEZ
Es tu oportunidad,SE REVELA ALGUNA VEZ
No te lo pido más,SE REVELA ALGUNA VEZ
Y dilo ya,SE REVELA ALGUNA VEZ
Si es que se trata de mí.,SE REVELA ALGUNA VEZ
No creas que estoy,SE REVELA ALGUNA VEZ
En la torre de marfil,SE REVELA ALGUNA VEZ
"Yo soy como vos, no ves?",SE REVELA ALGUNA VEZ
Yo tampoco soy feliz.,SE REVELA ALGUNA VEZ
Y si hay algo que hablar,SE REVELA ALGUNA VEZ
"Dilo ya, dilo ya",SE REVELA ALGUNA VEZ
Y aquí,SE REVELA ALGUNA VEZ
No esperes más,SE REVELA ALGUNA VEZ
No me dejes morir!,SE REVELA ALGUNA VEZ
Si quieres arder,SE REVELA ALGUNA VEZ
Si quieres vivir,SE REVELA ALGUNA VEZ
Abriendo de par en par,SE REVELA ALGUNA VEZ
Tu pobre corazón,SE REVELA ALGUNA VEZ
No busques más allá,SE REVELA ALGUNA VEZ
Porque yo estoy aquí,SE REVELA ALGUNA VEZ
Y dilo ya,SE REVELA ALGUNA VEZ
Si es que se trata de mí.,SE REVELA ALGUNA VEZ
Y dilo ya,SE REVELA ALGUNA VEZ
Si es que se trata de mí.,SE REVELA ALGUNA VEZ
Y dilo ya...,SE REVELA ALGUNA VEZ
Se trata de mí?,SE REVELA ALGUNA VEZ
Ella adivinó todo lo que estaba pensando.,SÓLO VISTE DE BLANCO
"Ella adivinó, ella sólo adivinó",SÓLO VISTE DE BLANCO
Ella adivinó todo lo que me estaba pasando,SÓLO VISTE DE BLANCO
"Ella adivinó, ella sólo adivinó.",SÓLO VISTE DE BLANCO
"Con un juego, una canción",SÓLO VISTE DE BLANCO
"Cambiaste este pequeño amor, bajo el sol.",SÓLO VISTE DE BLANCO
Cuánto tiempo más yo te seguiré esperando,SÓLO VISTE DE BLANCO
"Cuánto tiempo más,",SÓLO VISTE DE BLANCO
Dime sólo cuánto tiempo más.,SÓLO VISTE DE BLANCO
Cuánto tiempo más seguirá mi corazón sangrando,SÓLO VISTE DE BLANCO
"Cuánto tiempo más,",SÓLO VISTE DE BLANCO
Dime sólo cuánto tiempo más.,SÓLO VISTE DE BLANCO
Como un perro en la prisión,SÓLO VISTE DE BLANCO
Recuerdo este pequeño amor bajo el sol.,SÓLO VISTE DE BLANCO
No sé exactamente cuando empezó,FINAL DE LO QUE VENDRÁ
No precisamente cuándo fue que llegó,FINAL DE LO QUE VENDRÁ
Tal vez fue ese día que nos presentaron,FINAL DE LO QUE VENDRÁ
O tal vez la noche que nos desnudamos,FINAL DE LO QUE VENDRÁ
No sé qué me diste besos tal vez,FINAL DE LO QUE VENDRÁ
No sé qué me hiciste dibujos en la piel,FINAL DE LO QUE VENDRÁ
Tal vez tus oídos oyendo mis cuitas,FINAL DE LO QUE VENDRÁ
O los calofríos tú me resucitas,FINAL DE LO QUE VENDRÁ
Con tanto amor,FINAL DE LO QUE VENDRÁ
Tanto amor,FINAL DE LO QUE VENDRÁ
Ya no me cabe en el corazón,FINAL DE LO QUE VENDRÁ
Se llenó,FINAL DE LO QUE VENDRÁ
Y hacía otras vísceras se derramó,FINAL DE LO QUE VENDRÁ
Todo mí cuerpo está muy comprometido,FINAL DE LO QUE VENDRÁ
Pues tanto amor imaginar no había podido,FINAL DE LO QUE VENDRÁ
"Con estómago, pecho y pulmón",FINAL DE LO QUE VENDRÁ
Con ombligo y con riñón,FINAL DE LO QUE VENDRÁ
Del dedo gordo del pie hasta la coronilla,FINAL DE LO QUE VENDRÁ
Y de las lágrimas a las cosquillas,FINAL DE LO QUE VENDRÁ
Le dimos tiempo al tiempo arena resbaló,FINAL DE LO QUE VENDRÁ
El amor fue creciendo montañas movió,FINAL DE LO QUE VENDRÁ
Tal vez fue ese día,FINAL DE LO QUE VENDRÁ
Tanto amor,FINAL DE LO QUE VENDRÁ
No importa si te querés ir,IMPORTA
No importa si estas,IMPORTA
No importa si querés venir,IMPORTA
No importa si vas,IMPORTA
No importa la televisión,IMPORTA
No importa la actriz,IMPORTA
No importa la prostitución,IMPORTA
No me importa a mí,IMPORTA
Estamos juntos y en la prisión,IMPORTA
No hay forma de salir,IMPORTA
El mundo es un patio de prisión,IMPORTA
¿a donde querés ir?,IMPORTA
No importa la revolución,IMPORTA
No importa Chopin,IMPORTA
No importa lo que digas vos,IMPORTA
No me importa él,IMPORTA
Estamos juntos en la prisión,IMPORTA
No hay forma de salir,IMPORTA
El mundo es un patio de prisión,IMPORTA
¿a donde querés ir?,IMPORTA
No importa si te quieres ir,IMPORTA
No importa si estás,IMPORTA
No importa si querés venir,IMPORTA
No me importa más,IMPORTA
"Estamos juntos, estamos juntos...",IMPORTA
El tiempo que no viví,3PASTILLAS
El tiempo que me perdí,3PASTILLAS
Y todo lo que fue,3PASTILLAS
Es como un sueño que no ves,3PASTILLAS
Te doy este auricular,3PASTILLAS
Y un disco para mirar,3PASTILLAS
Y una receta más,3PASTILLAS
Para que salgas a pasear,3PASTILLAS
La gente que nunca duerme es más real,3PASTILLAS
No sé si la luna te hace reconciliar,3PASTILLAS
Te voy a dar un colchón,3PASTILLAS
Con ruedas y un planeador,3PASTILLAS
Para que puedas ver,3PASTILLAS
Toda tu vida desde acá,3PASTILLAS
No sé por qué estás durmiendo a esta hora ya,3PASTILLAS
No sé si la luna te hace reconciliar,3PASTILLAS
Y mientras duermes,3PASTILLAS
Estoy yo solo acá,3PASTILLAS
Hago los planes,3PASTILLAS
Que vas a ser normal,3PASTILLAS
Nunca me encienden,3PASTILLAS
Y solo puedes dar,3PASTILLAS
Mentiras simples,3PASTILLAS
Pastillas y un hogar que no es mi hogar,3PASTILLAS
Y todo lo que fue,3PASTILLAS
Y todo lo que fue,3PASTILLAS
Y todo lo que fue,3PASTILLAS
Y todo lo que fue,3PASTILLAS
Y todo lo que fue,3PASTILLAS
Y todo...,3PASTILLAS
Hey! hey! hey! No me mires desde el puente,REHEN O LA NOVIA
Hey! Ya volverás a mí,REHEN O LA NOVIA
Hey! Nuestro amor es diferente,REHEN O LA NOVIA
Hey! Ya volverás aquí,REHEN O LA NOVIA
Cuando el amor se va,REHEN O LA NOVIA
